,content,essay_label_id,Daily_life,Health_and_lifestyle,Selfawareness_and_Improvement,Language_Learning,Career_planning,Communication,Literature,Art,Sports,Traditional_custom,Hot_topic,History_Politics_Culture,Social_Progress_and_Human_Civilization,Technology_and_Invention,National_Geography,Natural_Environment_and_Heritage_Protection,Human_Environment_Animals_Plants,Human_Society_and_Environment,Cultural_heritage
319,"  The collision of politics and faith      With Mitt Romney's presidential   ①  nomination   ②  confirmed in a barnstorming acceptance   ③  speech two days ago,the race to the White House is now well under way.  For most of us outside the United States,the battle for power is as inscrutable as a test match is to the average American.  In the coming months the party machines will meander across America's consciousness   ④  .   For a whole litany of reasons,presidential politics is an Olympian spectacle    ⑤   like no other,   not least because religious    ⑥   belief is an indispensable political accessory    ⑦   for presidents.  America definitely   ⑧  does do God.  But for the first time the nation finds itself in something of an understated dilemma   ⑨  :   America has an African-American incumbent whose Christian credentials continue to be challenged,   and a Mormon whose faith has been marginalised by mainstream    ⑩   America.  In the next three months the entire world will be drawn   ⑪  into the events of this campaign   ⑫  ,which will have consequences   ⑬  for the whole world.  And rightly,we will hope that political substance   ⑭  will trump platitudes and costly,negative   ⑮  adverts.  But there will be many like myself,people of faith,  who are anxious to see what the relationship between the God talk and campaigning looks like in the months ahead.  ""Thou shalt keep things positive during presidential campaigns""would have been a very helpful bible verse.  But in its absence Christians have a lot of other options to work with.  Whatever things are lovely think on these.Do not repay evil for evil.Do not bear false witness.Speak the truth in love.The list is endless.  I'll be the first to admit that in the heat of political battle such ideas can turn out to be simplistic  and a little hard to bolt onto our strategic plans when the stakes are high.  But these are religious ideas for religious people.  A so-called""fact-free environment""is a dangerous place to be.  And if our politics is to deliver substance over rhetoric it will need powerful and enduring values as much as effective policies.   All of us who believe that faith should inform public duty   must transcribe these lofty aspirations into the realities of a competitive world for the common good.  That,after all,is the whole point of a living faith.","['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
320,"  When milk arrived on the doorstep      When I was a boy growing up in New Jersey in the 1960s   ，   we had a milkman delivering   ①  milk to our doorstep.His name was Mr.Basille.  He wore a white cap and drove a white truck.  As a 5-year-old boy   ，   I couldn't take my eyes off the coin changer   ②  fixed   ③  to his belt.  He noticed this one day during a delivery   ④  and gave me a quarter out of his coin changer.  of course   ，   he delivered more than milk.There was cheese   ，   eggs and so on.   If we needed to change our order    ，    my mother would   pen a note-""Please   add a bottle of buttermilk next delivery""and place it in the box along with the empty bottles.  And then   ，   the buttermilk   ⑤  would magically   ⑥  appear.  All of this was about more than convenience   ⑦  .There existed a close relationship between families and their milkmen.   Mr.Basille even had a key to our house    ，    for those times when it was so cold outside that we put the box indoors    ，    so that the milk wouldn't   freeze    ⑧   .  And I remember Mr Basille from time to time taking a break at our kitchen table   ，   having a cup of tea and telling stories about his delivery.  There is sadly no home milk delivery today.Big companies allowed the production of cheaper milk   ，   thus making it difficult for milkmen to compete.Besides   ，   milk is for sale everywhere   ，   and it may just not have been practical   ⑨  to have a delivery service.  Recently, an old milk box in the countryside   ⑩  I saw brought back my childhood memories.  I took it  home and planted it on the back porch(   门廊   )   ．   Every so often my son's friends will ask what it is.   So I start telling stories of my boyhood,and of the milkman who brought us friendship along with his milk.","['1', '0', '1', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
321,"  Save money with garden      Cassandra Feeley finds it hard to manage on her husband's income   ①  .So this year she did something more than a hobby   ②  :She planted vegetables in her yard.For her first garden   ，   Ms.Feeley has put in 15 tomato plants   ，   and five rows   ③  of a variety   ④  of vegetables.The family's old farm house has become a chicken house   ，   its arriving next month.Last year   ，   Ms.Rita Gartin kept a small garden.This year she has made it much larger because   ，   she said   ，   ""The cost of everything is going up and I was looking to lose a few pounds   ，   too   ；   so it's a  wi  nw  in   ⑤  situation all around.”   They are among the growing number of Americans who    ，    driven by higher living costs and a falling    ⑥   econom   y    ⑦    ，   have taken up vegetable gardening for the first time.  Others have increased the size of their existing   ⑧  gardens.Seed companies and garden shops say that not since the 1970s has there been such an increase in interest in growing food at home.Now many gardens across the country have been sold out for several months.In Austin   ，   Tex   ，   some of the gardens have a three-year waiting list.George C.  Ball Jr   ，   owner of a company   ，   said sales of vegetable seeds and plants are up by 40%  over  last year  ,  double the average   ⑨  growth   ⑩  of the last five years.  Mr.Ball argues that some of the reasons have been building for the last few years.   The big one is the striking    ⑪   rise in the cost of food like bread and milk    ，    together with the increases in the price of fruits and vegetables.  Food prices have increased because of higher oil prices.People are now driving less   ，   taking fewer vacations   ，   so there is more time to garden.","['1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0']",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
322,"  M  iddle  C  lass      There is a concept   ①  that you may hear about often,which is called the middle class.  Do you know the exact meaning of expression   ②  ?  It’s not just about being relatively   ③  wealthy   ④  .   The essential    ⑤   difference among the lower people,the middle class and the affluent    ⑥   class is not the difference of the amount of their wealth but the difference of the means they use to make money.  The lower people use their dignity   ⑦  and health to make money.  The middle class use their skill and time to make money.  And the affluent class use their money to make money.  Yes,in this way,they do get money by spending money.  It does sound absurd   ⑧  but in fact it has simple name which is investing.   The difference between the wealth of the affluent class and the middle class is the result of the difference between their lifestyles    ⑨   ,not the reason.  Which kind of life do you want?Prepare yourself for it.","['0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '1', '0', '1', '0', '0', '0', '0', '0', '0']",0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
323,"  The Story of American Thanksgiving      Thanksgiving Day is an American holiday and not celebrated in continental Europe.  On the fourth Thursday of each November, families and friends gather together for the occasion to celebrate with a traditional turkey dinner, usually in the mid-afternoon.   Thanksgiving originated as a celebration of the year’s harvest and is similar to the Mid-Autumn Festival in China.  This American tradition started in 1621 before the United States of America was established. It was a huge celebration for a hard-earned harvest in the first year after the first group of immigrants arriving in the New World.  On September 6, 1620, the Mayflower ship set sail from Plymouth, Devon, England, taking about a hundred English Pilgrims to the New World. They left England to escape religious persecution   ①  . The Pilgrims sailed sixty-six days, arrived in the New World in November of the same year. They first settled in a cornfield   ②  abandoned by Native Indians and named it Plymouth Plantation.  They worked on the land with much difficulty and were beset   ③  by a devastating   ④  plague   ⑤  in which half of the Pilgrim died in the long winter of 1620. In the spring of 1621, an Indian tribe came to their help. The tribe taught the Pilgrims how to work the earth and plant corn, beans, pumpkins and other crops.  In late September 1621, the Pilgrims were pleased with their great harvest. To celebrate their first harvest, the Pilgrims wanted to thank God and the Native Indian. They invited the entire tribe to celebrate together in a shared feast.  The first Thanksgiving dinner is said to have lasted from three days to one week with much food, beer and liquor. The Pilgrims and the Native Indian sat together on the ground, sharing food. They ran races, played games and staged   ⑥  parades during the festive, with marches, drums and firing of their muskets   ⑦  .   The first Thanksgiving festival was indeed a time of happiness, fellowship and rejoicing    ⑧   for the Pilgrims.  They arranged a friendly treaty with the Native American Indians, built houses in the wilderness, and raised sufficient crops to feed themselves for the upcoming long winter. The Pilgrims had become the first generation of settlers in this new land holding so much promise.  From then on, Thanksgiving became a holiday for celebrating the harvest in the New World. The first National Thanksgiving was declared by the Continental Congress in 1777. In 1941, a Congressional Joint Resolution set the fourth Thursday of November as a national holiday for Thanksgiving.","['1', '0', '1', '0', '1', '1', '0', '0', '0', '1', '1', '1', '1', '0', '0', '0', '1', '1', '0']",1,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0
324,"  American Weddings       Weddings in the United States vary as much as the people do.  There are church weddings with a great deal of fanfare   ①  ; there are weddings on mountain-tops with guests barefooted; and there have been weddings on the ocean floor with oxygen tanks for the guests. But many weddings  ，  no matter where or how they are performed  ，  include certain traditional customs.  Before a couple is married  ，  they become engaged. And then invitations are sent to those who live nearby  ，  their close friends and their relatives who live far away. When everything is ready  ，  then comes the most exciting moment.  The wedding itself usually lasts between 20 and 40 minutes. The wedding party enters the church while the wedding march is played. The bride carrying a bouquet   ②  enters last with her father who will ""give her away"". The groom enters the church from a side door. When the wedding party is gathered by the altar   ③  ，  the bride and groom exchange vows. It is traditional to use the words   “To have and to hold from this day forward   ，   for better   ，   for worse   ，   for richer   ，   for poorer   ，   in sickness and in health   ，   to love and to cherish   ，   till death do us part”  . Following the vows  ，  the couple exchange rings. Wearing the wedding ring on the fourth finger of the left hand is an old custom.  After the ceremony there is often a party  ，  called a ""reception"" which gives the wedding guests an opportunity to congratulate the newlyweds   ④  .  The car in which the couple leaves the church is decorated with balloons, streamers and shaving cream. The words ""Just Married"" are painted on the trunk or back window. The bride and groom run to the car under a shower of rice thrown by the wedding guests. When the couple drives away from the church, friends often chase them in cars  ，  honking   ⑤  and drawing attention to them. And then the couple go on their honeymoon.","['0', '0', '0', '0', '0', '1', '0', '0', '0', '1', '1', '1', '1', '0', '0', '0', '0', '0', '0']",0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0
325,"  The Story of the Lantern Festival       There are many different beliefs about the origin of the Lantern Festival. But one thing for sure is that it had something to do with religious worship   ①  .  One legend tells us that it was a time to worship Taiyi, the God of Heaven in ancient times. The belief was that the God of Heaven controlled the destiny of the human world. He had sixteen dragons at his beck and call and he decided when to inflict   ②  drought, storms, famine or pestilence  （瘟疫）  upon human beings. Beginning with Qinshihuang, the first emperor to unite the country, all subsequent   ③  emperors ordered splendid ceremonies each year. The emperor would ask Taiyi to bring favorable weather and good health to him and his people. Emperor Wudi of the Han Dynasty directed special attention to this event. In 104 BC, he proclaimed   ④  it one of the most important celebrations and the ceremony would last throughout the night. Another legend associates the Lantern Festival with Taoism. Tianguan is the Taoist god responsible for good fortune. His birthday falls on the 15th day of the first lunar month. It is said that Tianguan likes all types of entertainment. So followers prepare various kinds of activities during which they pray for good fortune. The third story about the origin of the festival is like this. Buddhism first entered China during the reign of Emperor Mingdi of the Eastern Han Dynasty. That was in the first century. However, it did not exert   ⑤  any great influence among the Chinese people. One day, Emperor Mingdi had a dream about a gold man in his palace. At the very moment when he was about to ask the mysterious figure who he was, the gold man suddenly rose to the sky and disappeared in the west. The next day, Emperor Mingdi sent a scholar to India on a pilgrimage  （朝圣）  to locate Buddhist scriptures   ⑥  . After journeying thousands of miles, the scholar finally returned with the scriptures. Emperor Mingdi ordered that a temple be built to house a statue of Buddha and serve as a repository   ⑦  for the scriptures.   Followers believe that the power of Buddha can dispel darkness.  So Emperor Mingdi ordered his subjects to display lighted lanterns during what was to become the Lantern Festival.","['0', '0', '0', '0', '0', '1', '0', '0', '0', '1', '1', '1', '1', '0', '0', '0', '0', '0', '0']",0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0
326,"  The Benefits of Doing More than You Are Paid For       Since going the extra mile can involve hardship    ①   ,it will help you to be conscious    ②   of all the different benefits it will bring.  The Law of Increasing Returns  The quantity   ③  and quality   ④  of the extra service you render will come back to you greatly multiplied   ⑤  .Consider the farmer who plants a crop of wheat.If he harvested   ⑥  only one grain of wheat for each grain he planted,he'd be wasting his time.Instead every successful grain produces a stalk and a sheaf containing many more grains.  Of course,a few don't sprout,but whatever problems a farmer may face,getting back many times more wheat grains then he or she planted isn't one of them.  And so it is with everything you do in the service you render.   If you render    ⑦   service worth a hundred dollars,chances are you will get back not only that one hundred dollar but perhaps ten times that-provided you have done so with the right mental    ⑧   attitude    ⑨   .I  f you render extra service unwillingly   ⑩  or resentfully,you will probably get nothing back.It's as if the farmer had sown his wheat on the interstate road instead of the fertile   ⑪  field.   And if you render your service only with a sharp eye out for you own benefit,you will get nothing except perhaps a poke in that eye.  One rainy afternoon an elderly lady walked into a Philadelphia department store.Most of the clerks ignored   ⑫  her,bet on solicitous young man asked if he could help her.When she replied that she was just waiting for the rain to end,he didn't try to sell her something she didn't try to sell her something she didn't want,and he didn't turn his back.Instead he brought her a chair.  When the rain let up,the lady thanked the young man and asked for his card.A few months passed,and the owner of the store received a letter asking that this young man be sent to Scotland to take orders for furnishing   ⑬  an entire castle   ⑭  !The letter writer was the elderly lady for whom the clerk had provided a chair.She also happened to be Andrew Carnegie's mother.  By the time the young clerk had his bags packed for Scotland,he was a prater in that department   ⑮  store.This was the result of the Law of Increasing Returns,all because he had shown a little concern and courtesy when no one else would.","['1', '0', '1', '0', '0', '1', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0']",1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
327,"  Gaining Favorable Attention      People who need your work have things to offer you.You probably are not the only person capable of providing what they need.What will distinguish   ①  you from the crowd   ②  ?   The attention you generate    ③   by doing more than you are being paid to do.  Early one morning Charles Schwab arrived at one of the steel mills he managed.There,in the dawn's fain   ④  light,was a clerk from the company's stenography poo  l.When Schwab wondered what he was doing there were any letters or telegrams Schwab wanted sent right away.I  t would be hours before the rest of the staff   ⑤  arrived.  Schwab thanked the fellow and told him he might need him later that day.And he did.That night,as Schwab headed back to the main office,he tool along his new personal   ⑥  assistant,the fellow who had gotten his attention so early in the morning.  It wasn't the fact that this young man was an extraordinary   ⑦  stenographer that got him attention   .It was his habit of showing his personal initiative    ⑧   in going the extra mile    ⑨   .","['0', '0', '1', '0', '1', '1', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '1', '1', '0']",0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
328,"  Gettysburg Address       Four   score and seven years ago, our fathers brought forth    ①   upon this continent    ②   a new nation, conceived    ③   in liberty    ④   and dedicated    ⑤   to the proposition that all men are created equal.  Now, we are engaged in a great civil war, testing whether that nation or any nation so conceived and so dedicated, can long endure   ⑥  . We are met on a great battlefield   ⑦  of that war.   We have come to dedicate a portion    ⑧   of that field as a final resting-place for those who here gave their lives that that nation might live.  It is altogether fitting and proper that we should do this.  But, in a larger sense, we cannot dedicate, we cannot consecrate, we cannot hallow this ground.  The brave men, living and dead, who struggled   ⑨  here, have consecrated it far above our poor power to add or detract. The world will little note nor long remember what we say here, but it can never forget what they did here.  It is for us, the living, rather, to be dedicated here to the unfinished   ⑩  work which they who fought here have thus far so nobly   ⑪  advanced   ⑫  .   It is rather for us to be here dedicated to the great task remaining    ⑬   before us---that from these honored dead we take increased devotion to that cause for which they gave the last full measure of devotion;  that we here highly resolve   ⑭  that these dead shall not have died in vain; that this nation, under God, shall have a new birth of freedom; and that government of the people, by the people, and for the people, shall not perish from the earth.","['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
329,"  First Inaugural Address       We observe today not a victory    ①   of party, but a celebration of freedom, symbolizing    ②   an end, as well as a beginning; signifying    ③   renewal    ④   , as well as change.  For I have sworn before you and Almighty God the same solemn oath our forebears prescribed nearly a century and three quarters ago.  I  n your hands, my fellow   ⑤  citizens, more than in mine, will rest the final success or failure of our course. Since this country was founded, each generation   ⑥  of Americans has been summoned to give testimony to its national loyalty   ⑦  . The graves of young Americans who answered the call to service surround the globe.  Now the trumpet summons us again, not as a call to bear arms, though arms we need; not as a call to battle, though embattled we are; but a call to bear the burden   ⑧  of a long twilight struggle, year in and year out, “rejoicing in hope; patient in tribulation”, a struggle against the common enemies of man: tyranny, poverty, disease, and war itself.  Can we forge against these enemies a grand and global alliance   ⑨  , North and South, East and West, that can assure a more fruitful   ⑩  life for all mankind? Will you join in that historic effort?   In the long history of the world, only a few generations have been granted the role of defending freedom in its hour of maximum    ⑪   danger.  I do not shrink from this responsibility. I welcome it. I do not believe that any of us would exchange places with any other people or any other generation. The energy, the faith, the devotion which we bring to this endeavor will light our country and all who serve it. And the glow from that fire can truly light the world.  And so, my fellow Americans, ask not what your country can do for you, ask what you can do for your country.   My fellow citizens of the world, ask not what America will do for you, but what together we can do for the freedom of man.  Finally, whether you are citizens of America or citizens of the world, ask of us here the same high standards of strength and sacrifice   ⑫  which we ask of you.  With a good conscience   ⑬  our only sure reward, with history the final judge of our deeds, let us go forth to lead the land we love, asking His blessing   ⑭  and His help, but knowing that here on earth, God’s work must truly be our own.","['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
330,"  Will Mr. Left  Turn into  Mr. Right  ?      It is Valentine’s Day,and many of you must be thinking whether the guy you are dating is""the one.""  Well,Chinese women seem to have identified   ①  the signs that you may have found""Mr Right.""  According to a post titled""Mr Left and Mr Right""that went viral on China’s social media platform WeChat recently,here are some differences between Mr Left and Mr Right.  For example,here are their differences in reaction   ②  to you working overtime.Mr Left:""I know you are busy,but don’t forget to eat.""Mr Right:""I’ve ordered you takeout food.Eat it when you have time.""  Their different reactions when you leave for a business trip:Mr Left:""Take good care of yourself.""Mr Right:""I have written down your flight number and hotel address.Don’t forget to send me a photo of the license number of the taxi.""  How they react when it is cold outside:Mr Left:""Drink some hot water.""Mr Right:""Let’s go and get you some warmer clothes.""  Now,do you get it?  The post suggests you should date Mr Left but marry Mr Right.  Why,you might ask?Mr Left is a talker,while Mr Right is a doer.That actually makes sense in China.As you might know,Chinese men do not often say,""I love you.""They believe actions speak louder than words.Therefore,women have to rely on their actions to see how much he cares about her.  Following the post,many women asked for advice on how to turn Mr Left into Mr Right,and the responses from men were hilarious.One said,""You were lucky enough to find a Mr Left,so don’t expect anything more.""You know what?He is right.Women sometimes expect too much.Those unrealistic   ③  expectations   ④  ruin our relationships.I understand why many Chinese women prefer the loving and caring Mr Right.They prefer a strong partner who can take care of them.  Look around the street next time you are out.Have you ever seen a guy who carries his girlfriend’s or wife’s handbag?Yeah,that’s a thing in China.   It shows how much he loves her by helping and spoiling her.As an old Chinese saying goes,""carrots and cabbages,everyone has his/her own preference    ⑤   .""  I actually prefer Mr Left.The reason is simple.When Mr Right solves all your problems,he becomes your problem.Perhaps one of the most important roles a boyfriend can play is a cheerleader   ⑥  rather than a helper.  Maybe some Chinese men have a problem saying""I love you,""but there are things we all want to hear more than those three words.For example,""You can do it;""""You have my support   ⑦  ;""and""Well done!I am so proud of you.""  We cannot expect our boyfriend or husband to help us solve all of our problems all the time.  Sometimes we admire them so much that we forget they are also human beings,not Superman.   Yes,maybe Mr Left cannot erase our insecurities,and maybe he cannot help you every time you need him,but that doesn’t matter.Instead of giving you fish,he teaches you how to fish.His encouragement    ⑧   and love raises your confidence    ⑨   and guides you to overcome problems by yourself.  You eventually become a better and stronger person.","['0', '0', '1', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
331," Pride and Prejudice       It is a truth universally    ①   acknowledged    ②   that a single man in possession    ③   of a good fortune    ④   must be in want of a wife.   K   nown the feelings or views of such a man may be on his first entering a neighborhood, this truth is so well fixed in the minds of the surrounding    ⑤   families, that he is considered as the rightful    ⑥   property    ⑦   of some one or other of their daughters.  ""My dear Mr. Bennet,"" said his lady to him one day, ""have you heard that Nether field Park is let at last?""Mr. Bennet replied that he had not.  ""But it is,"" returned she, ""for Mrs. Long has just been there, and she told me all about it.""Mr. Bennet made no answer.  ""Do not you want to know who has taken it?"" cried his wife impatiently   ⑧  .  ""You want to tell me, and I have no objection   ⑨  to hearing it.""  This was invitation   ⑩  enough.  ""Why, my dear, you must know, Mrs. Long says that Nether field is taken by a young man of large fortune   ⑪  from the north of England; that he came down on Monday in a chaise and four to see the place, and was so much delighted   ⑫  with it that he agreed with Mr. Morris immediately; that he is to take possession before Michaelmas, and some of his servants are to be in the house by the end of next week.""  ""What is his name?""  ""Bingley.""  ""Is he married or single?""  ""Oh! single, my dear, to be sure! A single man of large fortune; four or five thousand a year. What a fine thing for our girls!""  ""How so? how can it affect them?""  ""My dear Mr. Bennet,"" replied his wife, ""how can you be so tiresome! You must know that I am thinking of his marrying one of them.""  ""Is he married or single?""  ""Oh! single, my dear, to be sure! A single man of large fortune; four or five thousand a year. What a fine thing for our girls!""  ""How so? how can it affect them?""  ""Design! Nonsense, how can you talk so!  But it is very likely that he may fall in love with one of them, and therefore you must visit him as soon as he comes.""  ""I see no occasion   ⑬  for that.  You and the girls may go, or you may send them by themselves, which perhaps Will be still better; for, as you are as handsome   ⑭  as any of them, Mr. Bingley might like you the best of the party.""","['0', '0', '1', '0', '0', '0', '1', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']",0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
332,"  Song of Myself       I CELEBRATE    ①   myself, and sing myself,   And what I assume    ②   you shall assume,   For every atom belonging    ③   to me as good belongs to you.  I loaf and invite my soul,  I lean and loaf at my ease observing   ④  a spear of summer grass.  My tongue, every atom of my blood, formed from this soil, this air,  Born here of parents born here from parents the same, and their parents the same,  I, now thirty-seven years old in perfect health begin,  Hoping to cease   ⑤  not till death.  Creeds and schools in abeyance,  Retiring   ⑥  back a while sufficed at what they are, but never forgotten,   I harbor    ⑦   for good or bad, I permit    ⑧   to speak at every hazard,   Nature without check with original    ⑨   energy.","['0', '0', '1', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,"  The Cardinal Virtue of Prose      Prose of its very nature is longer than verse,and the virtues peculiar to it manifest themselves gradually   ①  .   If the cardinal virtue of poetry is love, the cardinal virtue of prose is justice    ②   ; and, whereas love makes you act and speak on the spur of moment, justice needs inquiry    ③   , patience, and a control even of the noblest    ④   passions    ⑤   .  By justice here I do not mean justice only to particular   ⑥  people or ideas, but a habit of justice in all the processes   ⑦  of thought, a style tranquillized and a form moulded by that habit.   The master of prose is not cold, but will not let any word or image inflame him with a heat irrelevant    ⑧   to his purpose.  Unhasting, unresting   ⑨  , he pursues   ⑩  it, subduing all the riches of his mind to it, rejecting   ⑪  all beauties that are not germane to it; making his own beauty out of the very accomplishment   ⑫  of it, out of the whole work and its proportions   ⑬  , so that you must read to the end before you know that it is beautiful.  But he has his reward, for he is trusted and convinces   ⑭  , as those who are at the mercy of their own eloquence do not; and he gives a pleasure all the greater for being hardly noticed.   In the best prose, whether narrative    ⑮   or argument, we are so led on as we read, that we do not stop to applaud the writer, nor do we stop to question him.","['0', '0', '0', '0', '0', '0', '1', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
334,"   I Wish You Enough      At an airport I overheard   ①  a father and daughter during their last moments together.Her flight was ready for boarding and they were standing near the departure   ②  gate.They hugged and he said,""I love you,I wish you enough.""She in turn   ③  said,""Daddy,our life together has been more than enough.Your love is all I ever needed.I wish you enough,too,Daddy.""  They kissed goodbye and she left.The man walked over towards the window near where I was seated.I could see that he wanted and needed to cry.  I tried not to intrude   ④  upon his privacy   ⑤  ,but he welcomed me by asking,""Have you ever said goodbye to someone knowing that it would be forever?""  ""Yes,I have.""Saying that brought back memories I had of expressing my love and appreciation   ⑥  for all that my Dad had done for me.Recognizing   ⑦  that his days were numbered,I took the time to tell him,face to face,how much he meant to me.So I knew what this man was going through.  ""Forgive   ⑧  me for asking,but why is this goodbye forever?""I asked.  ""I am old and she lives much too far away.I have challenges ahead and the reality is,her next trip back will be for my funeral,""he said.  ""I heard you say'I wish you enough'May I ask what that means?""  He began to smile.""That is a wish that has been handed down through the generations.My parents used to say it to everyone.""  The man paused a moment,then looked up,as if trying to remember the details.  ""When we say I wish you enough,we want the other persons to have a life filled with enough good things to sustain   ⑨  them.""  He then turned to me and shared the following,as if he were reciting it from memory:  I wish you enough sun to keep your attitude bright.  I wish you enough rain to appreciate the sun more.  I wish you enough happiness to keep your spirits up.  I wish you enough pain so that the smallest joys in life appear much bigger.  I wish you enough gain to satisfy your wanting.  I wish you enough loss to appreciate all that you possess.  I wish you enough hellos to get you through the final Goodbye.  Then the man began to sob   ⑩  and walked away.","['0', '1', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335," Jane Eyre      Mr. Rochester continued blind the first two years of our union: perhaps it was that circumstance   ①  that drew us so very near - that knit   ②  us so very close: for I was then his vision   ③  , as I am still his right hand. Literally   ④  , I was   （   what he often called me   ）   the a  pple of his eye.   He saw nature - he saw books through me; and never did I weary of gazing    ⑤   for his behalf    ⑥   , and of putting into words the effect of field, tree, town, river, cloud, sunbeam - of the landscape    ⑦   before us  ; of the weather round us - and impressing   ⑧  by sound on his ear what light could no longer stamp on his eye.   Never did I weary of reading to him; never did I weary of conducting    ⑨   him where he wished to go: of doing for him what he wished to be done.  And there was a pleasure in my services, most full, most exquisite   ⑩  , even though sad - because he claimed   ⑪  these services without painful shame or damping humiliation   ⑫  .  He loved me so truly, that he knew no reluctance   ⑬  in profiting by my attendance:   he felt I loved him so fondly, that to yield that attendance    ⑭   was to indulge    ⑮   my sweetest wishes.","['0', '0', '0', '0', '0', '0', '1', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
336,"  Foshan paper-cutting      Foshan paper-cutting   ①  is a traditional   ②  folk art with a long history, which dates back to more than  1000 years ago. In Qing Dynasty, paper-cutting became popular in Foshan and was an important part of people's daily life.   There are three kinds of paper cuts: paper cuts for decoration    ③   , for religious    ④   purposes and for design, among which those for decoration   are the most widely used.  Nowadays, paper-cutting products are often chosen   ⑤  as presents and foreigner are always fond of  them.   There are more than 30 shops for paper cuts in Foshan, and paper-cutting products sell as far as in Southeast Asia.","['0', '0', '0', '0', '0', '0', '1', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
337,"  British artist  LS Lowry       British artist    ①   is   LS   Lowry's paintings of industrial    ②   , working-class Britain brought him popular fame in the UK. LS Lowry, with his depictions    ③   of everyday northern life, is one of Britain's best loved painters.   But remarkably    ④   , for such an icon    ⑤   of modern British art, no solo exhibition    ⑥   of his work has ever been held outside the UK.  Until now a collection of Lowry paintings is being shown at an exhibition in Nanjing in eastern China.  Lowry's canvases depict   ⑦  a side of British life that's now gone. The one above, Mi  ll  Scene, from 1965, is reminiscent of many of his paintings, with its smoke stacks and hurrying crowds of workers.   The curators hope Lowry's paintings will resonate with Chinese audiences because they will see echoes    ⑧   of their own economic    ⑨   development and the problems it causes.  Some see in Lowry's decades of work, not a depiction of industrial strength, but a bleak portrayal   ⑩  of long industrial decline. Alongside the parallels   ⑪  with the present, Chinese audiences may well find hints and warnings about the future.","['0', '1', '1', '0', '0', '0', '1', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']",0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
